@RELATION svmSMtemp
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {Bent-Beak-Riffraff,Blue-collared-Zipper,Bombadil,Broad-winged-Jojo,Canadian-Cootamum,Carries-Champagne-Pipit,Darkwing-Sparrow,Eastern-Corn-Skeet,Green-Tipped-Scarlet-Pipit,Lesser-Birchbeere,Orange-Pine-Plover,Ordinary-Snape,Pinkfinch,Purple-Tooting-Tout,Qax,Queenscoat,Rose-Crested-Blue-Pipit,Scrawny-Jay,Vermillion-Trillian}

@DATA
0.308683,0.005009,2.928970,0.355661,0.221829,1.613203,0.003895,0.349715,-41.254121,-2.163868,1.090252,-0.285389,-0.084624,0.038401,0.164804,-0.241823,0.137551,0.049916,-0.139326,0.093441,0.032329,0.001705,0.002461,0.001110,0.001514,0.000990,0.001151,0.000896,0.001472,0.001931,0.001779,0.002054,0.003101,0.002315,0.114242,0.012120,0.487631,0.109804,0.068844,1.002583,0.003810,0.152145,5.356107,0.584266,0.380604,0.569569,0.590449,0.411383,0.190574,0.160589,0.145531,0.142231,0.158002,0.131330,0.127938,0.002187,0.003251,0.001179,0.002218,0.001232,0.001553,0.001129,0.002266,0.002556,0.001874,0.002244,0.004406,0.002046,Darkwing-Sparrow
0.229427,0.002477,2.907945,0.276572,0.171787,0.913259,0.007754,0.257406,-40.243185,-2.099019,1.145254,-0.474783,0.088024,0.019118,0.002573,-0.031314,0.044004,-0.045967,0.076514,-0.095477,0.091697,0.001505,0.001395,0.001454,0.003130,0.001733,0.001284,0.001256,0.001680,0.001240,0.001221,0.001144,0.001185,0.002604,0.057489,0.007615,0.342047,0.059329,0.041633,0.548452,0.004920,0.077861,3.909725,0.876974,0.446957,0.381676,0.344759,0.292319,0.315416,0.288729,0.236604,0.222650,0.195442,0.161823,0.144210,0.002213,0.002027,0.002070,0.004947,0.002908,0.002022,0.002155,0.002935,0.002276,0.002058,0.001831,0.001994,0.002189,Darkwing-Sparrow
0.161219,0.002755,2.954380,0.199389,0.129121,0.808494,0.006763,0.194260,-35.595898,-3.067427,1.377946,-0.356252,-0.140389,0.150614,-0.017853,-0.088581,0.130097,-0.127528,0.108473,-0.060336,0.024810,0.002433,0.002049,0.002854,0.002159,0.001827,0.001303,0.001487,0.001501,0.001093,0.001525,0.002179,0.003630,0.003216,0.030390,0.005824,0.286015,0.028931,0.029131,0.425811,0.003943,0.044454,2.819729,0.987761,0.474715,0.474415,0.452131,0.392545,0.380793,0.329976,0.272635,0.242648,0.218754,0.191388,0.181808,0.003509,0.003115,0.004446,0.003395,0.003341,0.002210,0.002742,0.002379,0.001697,0.002261,0.003209,0.004870,0.002591,Darkwing-Sparrow
0.215046,0.005955,2.848107,0.261095,0.165273,0.755668,0.007620,0.256426,-38.294674,-2.283147,1.330139,-0.726978,0.298070,-0.117724,0.079202,-0.119875,0.144355,-0.146129,0.137096,-0.109960,0.094159,0.002259,0.001434,0.002033,0.001720,0.001396,0.001405,0.000879,0.000640,0.000938,0.001903,0.003006,0.002158,0.002657,0.060510,0.015927,0.421369,0.069578,0.057817,0.489033,0.004360,0.103268,4.017337,0.787878,0.403890,0.399180,0.421659,0.380045,0.298726,0.245220,0.223116,0.217532,0.198885,0.185651,0.162543,0.003329,0.001746,0.003471,0.002574,0.002113,0.002798,0.001761,0.001288,0.001690,0.003224,0.004599,0.002797,0.002212,Darkwing-Sparrow
0.202956,0.005773,2.813612,0.229942,0.121959,0.836655,0.007016,0.221411,-35.449866,-2.675218,1.369438,-0.535348,0.081799,-0.041967,0.147442,-0.207239,0.150806,-0.034330,-0.012414,-0.006385,0.068002,0.001467,0.001367,0.001569,0.001495,0.001278,0.001137,0.001192,0.001677,0.002050,0.002494,0.001803,0.001604,0.002422,0.048781,0.007856,0.339309,0.037782,0.025905,0.432980,0.003685,0.047546,2.651749,1.045653,0.461064,0.376981,0.415049,0.327757,0.250660,0.255011,0.225527,0.183854,0.162145,0.148638,0.143196,0.001964,0.002241,0.002044,0.002047,0.001839,0.001529,0.001741,0.002724,0.003508,0.004232,0.002694,0.002384,0.002063,Darkwing-Sparrow
0.170638,0.015665,3.051000,0.190882,0.107540,0.602977,0.005830,0.201121,-30.384088,-1.240661,1.258754,-0.733053,0.362913,-0.678509,0.348084,-0.353463,-0.012352,-0.174501,0.020258,-0.104361,0.017913,0.002365,0.002226,0.001782,0.001119,0.001449,0.000812,0.000697,0.000784,0.000822,0.001687,0.002800,0.002802,0.002198,0.012962,0.017114,0.199489,0.014417,0.023048,0.270097,0.002121,0.020083,0.771349,0.329081,0.258828,0.231472,0.221214,0.203158,0.181517,0.163175,0.184387,0.161594,0.145366,0.145963,0.144116,0.002729,0.002380,0.002124,0.001337,0.002034,0.001432,0.001042,0.001090,0.000986,0.002304,0.003217,0.002695,0.001138,Darkwing-Sparrow
0.135932,0.012034,2.943156,0.167711,0.130539,0.600895,0.006154,0.168638,-29.800020,0.053429,1.427791,-0.300141,0.121507,-0.649222,0.182714,-0.145289,-0.125068,-0.089080,0.002682,0.033741,0.036361,0.005227,0.001780,0.008668,0.003177,0.008937,0.009683,0.006812,0.001552,0.004028,0.005483,0.006664,0.005338,0.005811,0.027807,0.019996,0.328733,0.019322,0.028736,0.394625,0.003276,0.029047,0.967868,0.886819,0.567238,0.452623,0.341803,0.250034,0.230003,0.186721,0.170755,0.173907,0.170602,0.174425,0.164434,0.005648,0.001707,0.011544,0.003686,0.010980,0.013110,0.007710,0.001888,0.005327,0.005590,0.006196,0.005714,0.004792,Darkwing-Sparrow
0.188793,0.006639,3.202428,0.305524,0.275244,1.352606,0.002433,0.283043,-33.086559,-0.927028,-1.705049,-0.215687,-0.035762,-0.517678,-0.044668,-0.293834,-0.043115,-0.127726,-0.040209,0.071702,0.064694,0.006268,0.007086,0.005687,0.004397,0.004583,0.004094,0.004598,0.003530,0.004227,0.003602,0.005510,0.007410,0.004076,0.014764,0.019156,0.139847,0.035873,0.043799,0.422407,0.002450,0.078350,0.897301,0.387511,0.626237,0.257651,0.267570,0.172775,0.200476,0.195127,0.159151,0.156218,0.145791,0.141479,0.132754,0.004483,0.005458,0.003754,0.003731,0.003878,0.003048,0.002944,0.002901,0.002888,0.002343,0.004033,0.006887,0.002064,Darkwing-Sparrow
0.132483,0.002953,3.076746,0.220852,0.215826,0.938116,0.005108,0.171141,-32.931251,0.804951,-0.186308,-0.886923,-0.130183,-0.194862,-0.187317,-0.105316,0.195957,0.203773,0.262325,0.058897,0.171045,0.010517,0.005138,0.013272,0.004916,0.005206,0.006694,0.035978,0.004877,0.011574,0.013162,0.013970,0.007098,0.013623,0.027649,0.007900,0.261287,0.025770,0.038471,0.359900,0.004257,0.046319,1.100011,0.791014,0.569821,0.350737,0.332478,0.275186,0.241152,0.209588,0.187941,0.190182,0.166919,0.161397,0.151044,0.009874,0.005057,0.012243,0.004780,0.004229,0.007557,0.033228,0.006219,0.012474,0.012525,0.012330,0.006225,0.009932,Darkwing-Sparrow
0.186263,0.005079,3.139308,0.255372,0.199542,1.426404,0.002685,0.244275,-31.823681,-2.780869,-0.621936,-0.327767,-0.219111,-0.364113,-0.051178,-0.083536,0.143074,0.018976,0.102018,0.089520,0.025083,0.002901,0.002903,0.002540,0.002241,0.002363,0.001908,0.001913,0.002055,0.001684,0.002102,0.002500,0.002470,0.002057,0.018027,0.011349,0.213486,0.025788,0.029291,0.482122,0.001936,0.049346,0.856847,0.496393,0.624994,0.320378,0.339369,0.229979,0.213817,0.179745,0.182933,0.172021,0.150830,0.147021,0.146494,0.002534,0.002426,0.002158,0.001961,0.002385,0.001679,0.002079,0.002039,0.001553,0.002143,0.002194,0.002059,0.001227,Darkwing-Sparrow
0.209389,0.005918,3.114687,0.244537,0.156195,1.208715,0.002986,0.208070,-36.665442,-3.059937,-0.374512,0.366892,0.436159,-0.370511,0.067372,-0.116207,0.167785,-0.074026,-0.033203,0.073233,-0.030006,0.002367,0.001822,0.001796,0.001618,0.001820,0.001812,0.001827,0.001753,0.001476,0.001764,0.005289,0.001630,0.002506,0.045949,0.013341,0.249900,0.031168,0.020460,0.341546,0.001972,0.038090,1.781814,0.997334,0.569637,0.366355,0.235774,0.160060,0.156485,0.146549,0.143728,0.135213,0.131681,0.126639,0.105430,0.002602,0.001726,0.001608,0.001284,0.001886,0.001986,0.001980,0.002758,0.001825,0.001773,0.005781,0.001471,0.001933,Darkwing-Sparrow
0.097614,0.002949,3.157023,0.142404,0.142791,0.873266,0.005390,0.145813,-28.628965,0.495406,-0.157038,0.162464,-0.030383,-0.051320,-0.015440,0.041563,-0.103995,0.064493,-0.054305,0.028281,-0.009618,0.007662,0.005587,0.013803,0.008477,0.009605,0.009130,0.018573,0.005194,0.006112,0.012821,0.008738,0.004654,0.008102,0.031301,0.007434,0.239987,0.023967,0.017416,0.275614,0.007055,0.049929,0.848113,0.539083,0.459685,0.311441,0.210699,0.229904,0.217463,0.232004,0.203907,0.207494,0.178197,0.173946,0.158135,0.005618,0.005497,0.009945,0.007702,0.007266,0.007137,0.013453,0.004678,0.004571,0.008002,0.006149,0.003501,0.004629,Darkwing-Sparrow
0.197618,0.008144,2.952510,0.268547,0.201463,1.327268,0.004122,0.276250,-33.169010,-0.445480,0.387426,-0.282738,0.276449,0.152086,0.157513,0.123321,0.082622,0.036313,-0.015616,0.038955,0.052205,0.002484,0.002964,0.007063,0.001843,0.002383,0.002328,0.013593,0.001762,0.002034,0.003222,0.004612,0.002536,0.004817,0.031203,0.015798,0.300338,0.031315,0.037603,0.568566,0.003241,0.092524,1.210257,0.572796,0.437005,0.324890,0.235457,0.223021,0.190471,0.197361,0.183493,0.181642,0.156806,0.158365,0.143638,0.001938,0.003187,0.005722,0.001520,0.002039,0.002158,0.006297,0.001710,0.001688,0.002938,0.003552,0.002314,0.001963,Darkwing-Sparrow
0.194079,0.003031,3.063267,0.232571,0.141060,1.254019,0.003470,0.252391,-35.029409,0.360615,0.918275,-0.678142,0.138249,-0.178485,-0.107334,0.082276,-0.173469,-0.318830,-0.145660,-0.100490,-0.138176,0.003112,0.002216,0.004448,0.004185,0.003469,0.002961,0.002348,0.001124,0.001960,0.002702,0.002651,0.001190,0.003094,0.026711,0.006587,0.253741,0.022672,0.023489,0.384392,0.002027,0.043569,0.980566,0.546887,0.342157,0.291019,0.225764,0.226092,0.227155,0.214164,0.204759,0.200837,0.177508,0.171224,0.166692,0.004070,0.002523,0.004533,0.004809,0.003862,0.003190,0.003163,0.001542,0.002461,0.003107,0.003168,0.001463,0.002425,Darkwing-Sparrow
0.113626,0.001544,2.982661,0.161707,0.140355,0.737892,0.005365,0.151809,-32.535449,-2.235860,-1.796913,-0.153295,0.359337,0.151645,0.187558,-0.040105,-0.167301,-0.011273,0.006130,0.070469,-0.087595,0.004137,0.004653,0.005427,0.004853,0.004750,0.004194,0.005244,0.005662,0.004226,0.004567,0.003751,0.004447,0.004539,0.033719,0.002675,0.366746,0.021085,0.029287,0.331537,0.003554,0.038830,1.202776,0.859298,0.900085,0.408772,0.314132,0.254467,0.236029,0.238295,0.208718,0.200954,0.195456,0.187423,0.161823,0.004517,0.005087,0.005884,0.005561,0.005525,0.004905,0.005364,0.006089,0.004255,0.005127,0.003989,0.004933,0.002890,Darkwing-Sparrow
0.162647,0.008749,3.007181,0.196383,0.134458,0.990132,0.004319,0.206478,-36.131696,-1.607350,0.483503,-0.138926,0.123418,-0.224748,0.409940,0.000455,0.292628,-0.171666,0.062922,0.042846,0.039975,0.002122,0.002432,0.004695,0.002353,0.002719,0.001608,0.008717,0.001486,0.001889,0.002444,0.003270,0.002522,0.003641,0.025816,0.018921,0.443390,0.022627,0.023798,0.433476,0.002989,0.027770,2.672058,0.486900,0.520134,0.496932,0.385602,0.259926,0.199416,0.254472,0.184705,0.171154,0.170082,0.173604,0.150847,0.001976,0.002159,0.004203,0.002340,0.002831,0.001932,0.010070,0.001751,0.002147,0.002469,0.003240,0.002545,0.002623,Darkwing-Sparrow
0.188397,0.004748,3.040268,0.231313,0.142211,1.337221,0.004258,0.250108,-37.937448,0.160045,1.732340,-0.350256,0.443315,-0.094031,0.263034,-0.026056,0.277803,-0.189001,0.060329,-0.138761,-0.129253,0.002481,0.001586,0.011940,0.001544,0.011521,0.001162,0.055449,0.000545,0.000810,0.001260,0.002318,0.000705,0.016429,0.037480,0.012670,0.295708,0.027749,0.017979,0.338324,0.002027,0.041552,1.735541,0.714569,0.492467,0.267701,0.254364,0.244805,0.201638,0.208303,0.178960,0.172156,0.163789,0.150633,0.174840,0.002448,0.002277,0.013541,0.001947,0.013812,0.001204,0.052248,0.000645,0.000917,0.001309,0.001922,0.000807,0.013993,Darkwing-Sparrow
0.254533,0.000656,3.170738,0.338915,0.272604,1.732712,0.001744,0.541282,-35.585541,-0.600491,-1.313308,-0.488305,-0.188554,-0.321246,-0.114209,-0.097265,-0.110481,-0.037514,-0.014035,-0.023487,-0.015100,0.004643,0.004727,0.005883,0.005487,0.004532,0.005207,0.005846,0.005503,0.005369,0.004915,0.004778,0.004646,0.004039,0.040673,0.001733,0.175222,0.044421,0.036426,0.404769,0.001133,0.171012,0.884186,0.596294,0.518879,0.302234,0.278238,0.226578,0.240138,0.209675,0.190302,0.177052,0.164257,0.162564,0.150801,0.003398,0.003749,0.004387,0.004246,0.003795,0.004202,0.005015,0.005454,0.004192,0.003729,0.003684,0.003525,0.002323,Darkwing-Sparrow
0.205252,0.002453,3.166529,0.253165,0.165891,1.489112,0.002256,0.267877,-37.362446,-3.395444,-0.083756,0.175920,0.008122,-0.163520,0.220029,-0.027894,0.072569,-0.057636,-0.020625,-0.048797,0.049100,0.002302,0.002354,0.002054,0.001885,0.001528,0.001802,0.001373,0.001489,0.001671,0.001350,0.001809,0.002455,0.001620,0.024969,0.007071,0.245664,0.026244,0.026032,0.482559,0.001444,0.043289,1.852231,0.841376,0.632699,0.407045,0.254349,0.192319,0.152182,0.155516,0.125251,0.119611,0.122009,0.112798,0.105386,0.001828,0.002060,0.001648,0.001534,0.001439,0.001485,0.001099,0.001444,0.001674,0.001048,0.001499,0.002297,0.000951,Darkwing-Sparrow
0.365211,0.001844,3.166146,0.391756,0.260220,2.406057,0.001146,0.685952,-34.242958,-0.899905,-0.815205,-0.061386,-0.274942,-0.180647,-0.198311,-0.084822,-0.074385,-0.104970,-0.116144,-0.087247,-0.048344,0.003678,0.003292,0.003874,0.003763,0.003392,0.003249,0.002961,0.002374,0.002722,0.003156,0.003094,0.003434,0.002181,0.060930,0.002147,0.164853,0.048570,0.032442,0.395104,0.000531,0.138243,1.037329,0.712030,0.443252,0.264843,0.227467,0.217865,0.184292,0.179499,0.158048,0.157836,0.143495,0.144375,0.147159,0.002907,0.002583,0.002946,0.002525,0.002038,0.002045,0.001999,0.001679,0.001979,0.002330,0.002129,0.002866,0.001137,Darkwing-Sparrow
0.072595,0.000940,3.135240,0.143324,0.184947,0.334212,0.004482,0.088585,-31.201733,1.808274,-1.133050,-0.095749,-0.025262,-0.164805,-0.048845,-0.161184,-0.090958,-0.127866,-0.027260,-0.109404,-0.012892,0.012511,0.009326,0.014682,0.014556,0.014617,0.014934,0.012830,0.007017,0.010735,0.013001,0.010418,0.008420,0.007775,0.035439,0.002763,0.202218,0.019969,0.024172,0.228817,0.002224,0.050766,0.648242,0.681359,0.502462,0.325423,0.232838,0.218956,0.205103,0.178992,0.171626,0.161881,0.169561,0.162093,0.158639,0.008301,0.006795,0.009714,0.009471,0.009587,0.010665,0.008277,0.006286,0.008135,0.008388,0.007054,0.006125,0.002994,Darkwing-Sparrow
0.176776,0.003274,3.035703,0.214989,0.142999,1.196641,0.003631,0.226472,-31.236514,-2.474137,0.044050,-0.712619,-0.103231,-0.306853,-0.141751,0.024871,0.020880,-0.046137,0.158641,-0.040324,0.024356,0.001654,0.001714,0.002091,0.002228,0.002745,0.001926,0.001439,0.001470,0.001543,0.001864,0.002471,0.002666,0.002221,0.016671,0.005225,0.253202,0.016318,0.020724,0.414258,0.002630,0.031444,0.700761,0.428347,0.442459,0.285042,0.296617,0.240627,0.230810,0.198006,0.186373,0.158867,0.163422,0.159483,0.145633,0.001670,0.001785,0.002469,0.002219,0.003280,0.002020,0.001478,0.001572,0.001844,0.002111,0.002687,0.003236,0.001606,Darkwing-Sparrow
0.172339,0.006234,2.782331,0.202196,0.130191,1.098671,0.004078,0.212788,-30.582974,-2.659737,0.153340,-0.610560,-0.112167,-0.218356,-0.157264,-0.002240,0.059091,-0.042795,0.180013,-0.055777,0.044416,0.001344,0.001475,0.002520,0.002832,0.003177,0.001694,0.001179,0.001322,0.001285,0.001422,0.002328,0.002458,0.002274,0.014959,0.009761,0.438631,0.015386,0.023728,0.360291,0.003135,0.021913,0.815659,0.542700,0.521620,0.296989,0.316292,0.290183,0.226836,0.188601,0.176446,0.140212,0.160370,0.156571,0.146319,0.001229,0.001449,0.002994,0.002034,0.004307,0.001735,0.001278,0.001543,0.001591,0.001770,0.002608,0.003184,0.001632,Darkwing-Sparrow
0.134362,0.006529,2.963195,0.196095,0.170894,1.002023,0.004612,0.201627,-29.745050,0.941889,0.670869,0.108902,0.354331,-0.006083,0.110539,0.025532,0.080125,0.013122,0.053438,0.041908,0.069598,0.007196,0.003006,0.036604,0.005599,0.010498,0.004550,0.031244,0.001670,0.003351,0.007301,0.021571,0.002384,0.015001,0.038320,0.012734,0.330509,0.022231,0.034875,0.438363,0.002441,0.062406,0.944703,0.919952,0.611595,0.422852,0.316396,0.267280,0.247962,0.234295,0.222262,0.215219,0.185133,0.160687,0.140852,0.007442,0.003246,0.032896,0.005367,0.009732,0.004806,0.029191,0.001830,0.003069,0.007318,0.021740,0.002380,0.010609,Darkwing-Sparrow
0.278239,0.005599,3.078046,0.332865,0.215305,1.432392,0.004370,0.428343,-40.633136,-2.219483,1.359950,-0.664789,0.126445,0.159118,-0.201747,0.107119,0.034662,-0.133611,0.150676,-0.101408,0.040373,0.001150,0.002914,0.001862,0.002437,0.002010,0.001356,0.001966,0.000907,0.001121,0.001006,0.001331,0.001249,0.002483,0.079052,0.012937,0.273201,0.074344,0.050975,0.607850,0.003185,0.176346,3.678899,0.631308,0.382199,0.288348,0.325597,0.355438,0.298775,0.225882,0.181215,0.172837,0.147779,0.132312,0.138995,0.001389,0.004089,0.001887,0.003304,0.002581,0.001880,0.003292,0.001479,0.001695,0.001457,0.001839,0.001703,0.002133,Darkwing-Sparrow
0.038948,0.006361,2.743983,0.102940,0.153994,0.196873,0.017483,0.046144,-31.566375,2.487623,1.189293,0.360390,0.593985,0.072372,0.270939,0.037514,0.056132,-0.145868,0.017175,0.053183,-0.002847,0.006740,0.000550,0.088960,0.003277,0.011971,0.001822,0.162060,0.000167,0.000592,0.004668,0.035700,0.000571,0.053180,0.051087,0.015549,0.356989,0.044029,0.036526,0.259422,0.009323,0.069967,1.352577,1.108942,0.568487,0.443973,0.342631,0.264595,0.207058,0.199864,0.172059,0.167767,0.155591,0.154752,0.151868,0.006915,0.001098,0.069346,0.003586,0.011878,0.002118,0.100933,0.000265,0.000647,0.004855,0.030524,0.000969,0.026848,Darkwing-Sparrow
0.198355,0.015604,3.079521,0.234273,0.140208,1.270322,0.008238,0.271469,-31.631046,-2.642182,0.040954,-0.604669,0.224344,-0.077270,0.122332,0.078068,0.024104,-0.174968,0.127689,-0.057962,0.169458,0.001921,0.001779,0.001288,0.002235,0.002828,0.001353,0.001282,0.000953,0.001699,0.002686,0.003113,0.003050,0.002826,0.039133,0.017777,0.285045,0.022774,0.016352,0.481647,0.005389,0.060284,1.659740,0.924027,0.705086,0.426809,0.282255,0.225570,0.224441,0.231298,0.202430,0.169332,0.145411,0.149100,0.135184,0.002570,0.002555,0.001417,0.002647,0.002802,0.001516,0.001330,0.001142,0.002811,0.003121,0.004873,0.004336,0.001994,Darkwing-Sparrow
0.174757,0.001547,3.201123,0.235098,0.180269,1.463191,0.002036,0.247815,-30.844676,-2.598455,-0.325949,0.173429,0.114502,-0.128667,-0.022042,-0.091359,0.002036,-0.102744,0.065302,0.001065,-0.018914,0.003117,0.002764,0.002642,0.002275,0.001906,0.001807,0.001982,0.002091,0.002079,0.002076,0.002266,0.002560,0.001730,0.013689,0.002864,0.172323,0.018113,0.020252,0.471680,0.001524,0.044067,0.374707,0.275108,0.261883,0.180128,0.172213,0.159997,0.158976,0.154196,0.159581,0.155027,0.152416,0.144738,0.140358,0.002354,0.002061,0.001922,0.001638,0.001400,0.001407,0.001557,0.001736,0.001708,0.001547,0.001662,0.001856,0.000841,Darkwing-Sparrow
0.150999,0.001488,2.991778,0.221131,0.191871,0.979230,0.003958,0.187236,-35.240022,-0.723603,-0.599434,-0.083060,-0.011288,-0.282947,-0.197583,-0.076769,-0.009080,-0.095593,-0.013074,0.021323,-0.003776,0.006230,0.005183,0.006757,0.006268,0.005562,0.004053,0.004163,0.003160,0.004096,0.004995,0.004907,0.005993,0.004552,0.037218,0.003520,0.330626,0.031542,0.056144,0.374696,0.002084,0.059889,1.546118,1.033558,0.811590,0.431232,0.356196,0.278759,0.268028,0.205962,0.190131,0.176414,0.172491,0.166475,0.160154,0.006313,0.005623,0.007227,0.006873,0.005990,0.004033,0.004157,0.003570,0.004199,0.005471,0.004974,0.006196,0.003163,Darkwing-Sparrow
0.181030,0.004327,3.001568,0.209829,0.123219,0.692239,0.006139,0.213722,-34.896861,-2.818303,1.702203,-0.954709,0.380529,-0.090491,-0.008169,-0.011011,0.055811,-0.068009,0.046852,-0.005956,-0.011928,0.001955,0.001350,0.001508,0.001271,0.001351,0.001269,0.001453,0.001855,0.001668,0.002007,0.002834,0.002675,0.002466,0.027804,0.006028,0.244775,0.025779,0.027569,0.357292,0.002598,0.042700,2.471088,0.898486,0.411907,0.277118,0.311928,0.312617,0.265395,0.236201,0.223473,0.203589,0.174476,0.151990,0.142383,0.002555,0.001687,0.002207,0.001932,0.001865,0.001765,0.002050,0.002808,0.002382,0.002921,0.003637,0.003333,0.001686,Darkwing-Sparrow
0.274359,0.003507,2.829618,0.324641,0.186430,1.211419,0.006153,0.369825,-40.571567,-1.867658,1.228090,-0.730016,0.330269,-0.059862,-0.050272,0.055564,-0.008401,-0.049876,0.085358,-0.091446,0.084645,0.001467,0.001096,0.001149,0.002450,0.001072,0.000863,0.001033,0.001267,0.001009,0.001088,0.001133,0.001310,0.001975,0.080244,0.008008,0.471673,0.084073,0.059438,0.887928,0.005127,0.195122,4.318988,0.784887,0.518291,0.318248,0.268612,0.309992,0.287207,0.207232,0.141964,0.119398,0.117724,0.114687,0.099688,0.002260,0.001590,0.001610,0.004089,0.001464,0.001230,0.001647,0.002205,0.001493,0.001811,0.001869,0.001984,0.001749,Darkwing-Sparrow
0.179759,0.006982,2.933439,0.208594,0.118422,0.728819,0.006835,0.214355,-34.897185,-2.614041,1.371436,-0.619516,0.257061,-0.196372,0.171797,-0.113797,0.068840,-0.065819,0.086903,-0.063187,0.034310,0.002186,0.002242,0.001623,0.001599,0.001432,0.001009,0.001412,0.001280,0.001184,0.001563,0.001908,0.001987,0.002346,0.032586,0.011753,0.297032,0.028832,0.025110,0.368392,0.003302,0.040627,2.982384,1.021620,0.429629,0.418080,0.396917,0.336026,0.297603,0.273042,0.258709,0.212804,0.179106,0.158641,0.144334,0.002945,0.002989,0.002243,0.002325,0.002295,0.001562,0.002409,0.002170,0.001867,0.002651,0.002778,0.002750,0.001746,Darkwing-Sparrow
0.247074,0.003525,2.597268,0.294187,0.180850,1.363650,0.003839,0.315560,-36.752378,-3.370583,0.574078,0.386598,-0.031523,-0.303227,0.103783,0.126736,-0.104878,0.033791,-0.000751,-0.000070,0.002764,0.001299,0.001526,0.001839,0.002249,0.002252,0.002178,0.002321,0.002079,0.001693,0.001292,0.001089,0.001277,0.002554,0.055970,0.004297,0.480955,0.055786,0.047056,0.472586,0.002825,0.124024,3.017949,1.280351,0.533244,0.532171,0.365534,0.397541,0.384239,0.311920,0.276686,0.232425,0.196458,0.166413,0.150026,0.001684,0.002147,0.002558,0.003033,0.003345,0.002682,0.003661,0.002861,0.002396,0.001590,0.001398,0.001724,0.002433,Darkwing-Sparrow
0.166059,0.002118,3.131705,0.238551,0.193545,1.480409,0.002885,0.266580,-33.520098,-1.354142,-0.953551,-0.856816,-0.265696,-0.338397,0.002669,0.115690,-0.062332,-0.104610,0.053811,0.160280,-0.004304,0.003016,0.003858,0.007090,0.008824,0.007237,0.004374,0.004499,0.003558,0.003594,0.003636,0.003354,0.003007,0.005372,0.028471,0.005009,0.232919,0.023709,0.027611,0.505860,0.002231,0.064562,1.042948,0.601682,0.716942,0.374751,0.399081,0.273136,0.274786,0.245349,0.205129,0.218098,0.207964,0.192670,0.173600,0.002627,0.003389,0.007872,0.010988,0.010586,0.004667,0.005318,0.003618,0.004015,0.003082,0.002986,0.002182,0.004799,Darkwing-Sparrow
